order_id,sales,profit,discount,quantity,category
8742,555.84,728.39,0.45,5,Technology
9606,2520.7,632.49,0.62,2,Furniture
6499,2268.56,602.22,0.79,5,Office Supplies
8970,1275.15,188.13,0.66,5,Office Supplies
6467,4457.95,661.79,0.69,10,Furniture
2847,1356.99,278.96,0.51,3,Furniture
4608,3300.24,-287.55,0.4,4,Office Supplies
8056,1803.51,616.55,0.16,7,Office Supplies
2768,4827.61,815.72,0.54,8,Office Supplies
3866,1333.89,518.6,0.71,7,Office Supplies
7836,4726.88,-85.63,0.15,10,Office Supplies
6624,4172.52,-315.56,0.64,10,Furniture
5725,559.85,-487.5,0.74,3,Furniture
3461,2620.7,-65.33,0.45,3,Furniture
8976,1448.42,699.68,0.01,1,Technology
5636,4129.1,-314.85,0.39,1,Furniture
6771,3304.66,-499.04,0.2,6,Furniture
9224,3329.98,653.33,0.12,2,Office Supplies
5434,721.79,599.58,0.35,2,Furniture
4585,170.36,899.4,0.2,7,Furniture
7539,4834.87,-352.79,0.21,5,Office Supplies
6091,874.78,153.72,0.7,10,Technology
4268,1257.6,124.47,0.16,5,Technology
5871,2837.66,442.48,0.44,7,Furniture
2573,701.66,162.85,0.25,6,Furniture
6803,2144.07,130.76,0.33,1,Office Supplies
1432,4787.88,131.38,0.6,10,Furniture
4975,2905.81,59.67,0.5,10,Furniture
1877,3779.12,88.99,0.32,1,Furniture
9487,2306.5,-418.48,0.04,2,Furniture
2595,4111.48,348.17,0.55,1,Technology
9369,3699.42,-420.47,0.16,3,Office Supplies
9115,690.65,842.58,0.51,3,Furniture
6093,3598.52,904.8,0.64,10,Office Supplies
4288,582.4,-499.95,0.48,2,Office Supplies
2587,1243.56,-344.59,0.02,9,Furniture
7401,287.71,-317.28,0.32,3,Technology
9957,1308.75,419.14,0.35,10,Technology
8083,739.77,-467.51,0.11,4,Technology
9380,3710.91,320.02,0.38,5,Furniture
2638,4795.87,239.45,0.53,7,Furniture
2758,2325.18,720.24,0.12,5,Furniture
2968,2825.4,-483.47,0.24,10,Furniture
1698,4541.46,32.09,0.11,8,Furniture
1149,4908.95,36.62,0.68,9,Technology
6715,4513.73,287.58,0.41,3,Office Supplies
3480,1765.82,578.81,0.27,3,Furniture
5963,4618.15,-397.68,0.67,8,Furniture
8729,3033.15,-229.44,0.57,9,Office Supplies
9608,1303.54,546.65,0.47,10,Furniture
7615,347.17,-455.72,0.59,4,Technology
2740,2502.18,518.98,0.26,4,Office Supplies
4876,536.1,821.13,0.58,7,Furniture
2054,319.01,-124.27,0.03,2,Furniture
7132,3036.6,761.02,0.74,6,Technology
8364,1894.37,983.31,0.46,4,Technology
5136,2460.6,518.27,0.18,3,Furniture
9659,4045.27,-211.56,0.47,2,Technology
1544,4051.94,839.94,0.29,7,Office Supplies
9955,4323.81,11.07,0.55,9,Furniture
4115,4163.69,355.56,0.38,6,Furniture
3258,4009.96,158.32,0.5,2,Office Supplies
2280,644.69,275.87,0.08,8,Technology
1843,3011.43,-3.62,0.18,5,Furniture
7396,3519.33,-398.07,0.7,5,Technology
9755,2881.03,779.79,0.75,9,Furniture
7540,3097.04,318.91,0.71,10,Furniture
5309,3269.63,-451.59,0.34,4,Furniture
1973,705.05,320.63,0.59,1,Technology
9086,373.83,922.0,0.72,1,Furniture
2159,4750.04,397.22,0.49,2,Office Supplies
8844,4733.54,-94.24,0.03,1,Furniture
9316,1133.97,25.39,0.38,4,Technology
1906,141.51,672.73,0.16,10,Furniture
1296,2766.95,-421.79,0.61,3,Furniture
7993,2752.23,-326.63,0.09,10,Furniture
6763,976.29,154.79,0.05,4,Technology
1164,1143.36,621.21,0.71,9,Office Supplies
1750,4954.78,-477.65,0.58,1,Technology
1928,642.31,-229.11,0.03,6,Office Supplies
5001,4990.46,-305.43,0.32,2,Office Supplies
2258,391.13,907.56,0.16,6,Technology
8266,3568.54,912.14,0.62,5,Office Supplies
5001,2638.95,-98.7,0.56,9,Technology
1884,1739.71,116.25,0.76,8,Furniture
2285,1025.74,-294.3,0.78,4,Furniture
4453,622.51,587.37,0.63,1,Technology
8213,3253.04,180.64,0.09,8,Technology
5428,1397.06,76.26,0.66,2,Technology
5572,4274.33,75.9,0.02,7,Furniture
8274,231.63,-191.4,0.15,7,Office Supplies
1856,3305.41,-453.04,0.61,1,Office Supplies
6508,4614.27,861.17,0.65,10,Technology
1448,1711.31,743.86,0.35,7,Office Supplies
1935,4038.91,329.94,0.76,5,Office Supplies
8594,2124.94,578.83,0.62,5,Technology
7247,2341.99,988.92,0.19,1,Furniture
5495,436.83,-125.1,0.43,6,Office Supplies
7465,202.64,-88.6,0.21,5,Office Supplies
1202,630.29,352.66,0.26,5,Technology
8271,2318.99,159.86,0.37,6,Furniture
4569,2048.97,369.36,0.06,10,Office Supplies
6145,4766.93,160.66,0.21,5,Furniture
9108,644.84,445.51,0.12,10,Office Supplies
1812,1171.04,481.9,0.15,9,Furniture
6199,219.36,576.04,0.05,5,Furniture
1264,3395.16,786.24,0.28,1,Office Supplies
4845,1755.15,-383.78,0.36,9,Technology
4882,1028.17,355.55,0.66,7,Technology
7987,4380.51,-285.38,0.26,6,Furniture
7686,4487.99,62.07,0.75,5,Office Supplies
1510,809.96,-433.08,0.74,10,Technology
2740,3049.1,712.05,0.41,9,Office Supplies
6636,4700.3,68.26,0.47,3,Furniture
2285,4776.34,937.94,0.79,10,Office Supplies
9982,3672.42,308.45,0.1,9,Technology
8738,3299.4,280.5,0.25,4,Office Supplies
5801,4556.24,-6.97,0.64,6,Technology
8468,1580.93,958.6,0.55,8,Office Supplies
7716,1815.79,27.98,0.4,6,Office Supplies
8932,3030.04,173.45,0.34,10,Technology
9808,1232.27,863.9,0.54,3,Office Supplies
5264,3981.32,12.36,0.09,7,Furniture
9274,4916.41,364.02,0.51,4,Technology
8439,87.41,-318.82,0.21,9,Office Supplies
8698,3716.84,-310.4,0.03,7,Technology
3735,4949.77,-301.43,0.69,7,Furniture
6805,645.99,545.39,0.19,5,Technology
6518,4488.16,847.53,0.47,10,Technology
1741,378.03,881.09,0.76,7,Office Supplies
8368,3706.08,153.54,0.61,3,Office Supplies
4005,3621.3,384.34,0.66,9,Technology
3494,4479.04,390.33,0.3,8,Furniture
6250,2198.55,263.0,0.47,2,Technology
5871,2471.53,-427.57,0.41,9,Office Supplies
9326,4221.89,140.03,0.26,6,Technology
3346,219.25,917.58,0.71,4,Furniture
9505,1398.5,819.38,0.25,6,Furniture
3713,601.57,-89.23,0.35,3,Furniture
5250,4944.14,630.2,0.74,5,Technology
2572,1042.15,758.18,0.6,1,Office Supplies
1651,4799.68,309.74,0.64,1,Furniture
1422,1854.01,-77.24,0.76,7,Office Supplies
8288,2609.26,746.56,0.24,2,Office Supplies
2965,2227.58,148.4,0.21,3,Furniture
2908,4842.51,705.46,0.6,4,Office Supplies
2218,1642.31,260.59,0.22,9,Office Supplies
2213,3536.98,-27.79,0.74,7,Technology
9540,1594.46,762.15,0.53,1,Office Supplies
1130,1237.11,379.52,0.7,4,Office Supplies
4205,1333.78,-272.85,0.65,8,Furniture
3159,1000.88,813.8,0.76,4,Technology
8115,345.63,336.61,0.17,3,Technology
7851,3443.03,420.07,0.5,4,Office Supplies
6713,2426.32,485.41,0.14,5,Technology
5786,3343.2,235.33,0.5,10,Furniture
9903,2409.99,-355.2,0.09,5,Furniture
8326,1633.73,493.63,0.09,8,Furniture
2860,1744.42,97.13,0.1,8,Furniture
7750,3439.24,-456.56,0.21,4,Furniture
1996,2815.66,-15.21,0.54,7,Furniture
8240,2131.74,-108.95,0.04,8,Office Supplies
4587,1705.81,727.79,0.25,7,Technology
3728,2684.71,669.33,0.09,10,Office Supplies
6401,654.78,309.65,0.76,1,Furniture
2478,3904.36,-0.07,0.28,9,Technology
1806,2598.06,43.15,0.16,3,Office Supplies
7480,4300.02,-156.0,0.64,6,Furniture
7773,1085.92,600.0,0.75,1,Technology
9627,521.58,96.91,0.39,3,Furniture
5939,130.98,447.33,0.55,1,Furniture
3025,4066.85,66.79,0.32,5,Technology
2253,378.71,583.17,0.61,7,Technology
1241,3715.83,312.55,0.74,2,Office Supplies
7408,979.48,408.54,0.25,6,Furniture
9394,3719.98,-46.77,0.37,2,Furniture
8723,1889.14,144.3,0.18,7,Office Supplies
5563,2421.91,861.5,0.43,4,Furniture
1282,4965.84,591.34,0.76,9,Office Supplies
2774,2266.83,366.82,0.02,4,Furniture
7059,2389.26,-336.58,0.25,3,Office Supplies
2370,485.99,-246.12,0.69,8,Office Supplies
5095,428.61,104.79,0.67,9,Office Supplies
4808,304.08,240.13,0.33,6,Technology
1598,1614.0,347.97,0.33,1,Furniture
4427,3777.64,692.04,0.44,6,Office Supplies
4862,1615.97,563.3,0.41,2,Technology
7974,3499.29,63.53,0.61,3,Office Supplies
2990,839.32,156.4,0.78,1,Furniture
9113,861.9,704.73,0.39,9,Furniture
7543,56.2,-323.63,0.8,5,Office Supplies
6281,3079.35,57.45,0.52,3,Furniture
9572,3428.27,704.22,0.76,6,Office Supplies
5116,2365.83,-184.07,0.26,3,Technology
9591,3578.26,210.81,0.25,3,Technology
8708,344.57,965.46,0.25,4,Technology
2537,2693.28,-3.45,0.05,8,Office Supplies
3563,343.19,454.52,0.71,6,Office Supplies
1231,4640.12,-88.13,0.66,7,Office Supplies
6009,1842.7,650.48,0.75,9,Office Supplies
4319,396.61,-271.37,0.58,5,Technology
5307,2822.66,-309.94,0.42,7,Furniture
5542,4833.63,605.9,0.49,8,Technology
3754,23.33,-152.25,0.17,10,Technology
3348,832.44,811.92,0.26,1,Technology
9383,4038.1,138.11,0.38,5,Office Supplies
2921,1211.46,89.87,0.62,8,Furniture
6107,4194.86,-24.54,0.06,10,Technology
3721,4727.99,750.41,0.57,7,Office Supplies
8235,2455.57,683.45,0.55,9,Furniture
6704,898.28,799.21,0.68,6,Office Supplies
7948,1076.76,339.69,0.8,4,Furniture
7130,903.24,621.44,0.01,8,Furniture
9618,982.49,379.28,0.26,6,Furniture
